"ID","LINHA","COLUNA","CODIGO_DENTISTA","HORA","USUARIO","MODIFICADO","DIA_SEMANA","NUMERO_SEMANA","INCLUIDO","EXCLUIDO","DATA_UNICA","CODIGO_ESPECIALIDADE"
5348,44,3,"39",17:30:00,LUANA,2022-03-09,QUARTA,3,2022-03-09,,2022-04-06,
5349,30,5,"19",14:00:00,LUANA ,2022-03-10,SEXTA,5,2022-03-10,,2022-03-11,
5350,31,5,"19",14:15:00,LUANA ,2022-03-10,SEXTA,5,2022-03-10,,2022-03-11,
5351,32,5,"19",14:30:00,LUANA ,2022-03-10,SEXTA,5,2022-03-10,,2022-03-11,
5352,28,4,"19",13:30:00,LUANA ,2022-03-10,QUINTA,4,2022-03-10,,2022-03-17,
5353,28,5,"19",13:30:00,LUANA ,2022-03-10,SEXTA,5,2022-03-10,2023-01-20,2022-03-11,
5354,29,5,"19",13:45:00,LUANA ,2022-03-10,SEXTA,5,2022-03-10,,2022-03-11,
5355,36,5,"19",15:30:00,LUANA ,2022-03-10,SEXTA,5,2022-03-10,,2022-03-11,
5356,42,5,"19",17:00:00,LUANA,2022-03-10,SEXTA,5,2022-03-10,,2022-03-18,
5357,6,6,"36",08:00:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5358,7,6,"36",08:15:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5359,8,6,"36",08:30:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5360,9,6,"36",08:45:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5361,10,6,"36",09:00:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5362,11,6,"36",09:15:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5363,12,6,"36",09:30:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5364,13,6,"36",09:45:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5365,14,6,"36",10:00:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5366,15,6,"36",10:15:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5367,16,6,"36",10:30:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5368,17,6,"36",10:45:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5369,18,6,"36",11:00:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5370,19,6,"36",11:15:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5371,20,6,"36",11:30:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5372,21,6,"36",11:45:00,LUANA,2022-03-10,SABADO,6,2022-03-10,,2022-04-09,
5373,6,6,"13",08:00:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5374,7,6,"13",08:15:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5375,8,6,"13",08:30:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5376,9,6,"13",08:45:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5377,10,6,"13",09:00:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5378,11,6,"13",09:15:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5379,12,6,"13",09:30:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5380,13,6,"13",09:45:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5381,14,6,"13",10:00:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5382,15,6,"13",10:15:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5383,16,6,"13",10:30:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5384,17,6,"13",10:45:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5385,18,6,"13",11:00:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5386,19,6,"13",11:15:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5387,20,6,"13",11:30:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5388,21,6,"13",11:45:00,LUANA,2022-03-11,SABADO,6,2022-03-11,2022-03-11,2022-03-19,
5389,30,1,"19",14:00:00,LUANA,2022-03-11,SEGUNDA,1,2022-03-11,,2022-04-04,
5390,31,1,"19",14:15:00,LUANA,2022-03-11,SEGUNDA,1,2022-03-11,,2022-04-04,
5391,32,1,"19",14:30:00,LUANA,2022-03-11,SEGUNDA,1,2022-03-11,,2022-04-04,
5392,33,1,"19",14:45:00,LUANA,2022-03-11,SEGUNDA,1,2022-03-11,,2022-04-04,
5393,6,6,"13",08:00:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5394,7,6,"13",08:15:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5395,8,6,"13",08:30:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5396,9,6,"13",08:45:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5397,10,6,"13",09:00:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5398,11,6,"13",09:15:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5399,12,6,"13",09:30:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5400,13,6,"13",09:45:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5401,14,6,"13",10:00:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5402,15,6,"13",10:15:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5403,16,6,"13",10:30:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5404,17,6,"13",10:45:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5405,18,6,"13",11:00:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5406,19,6,"13",11:15:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5407,20,6,"13",11:30:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5408,21,6,"13",11:45:00,LUANA,2022-03-11,SABADO,6,2022-03-11,,2022-03-26,
5409,42,4,"13",17:00:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5410,6,6,"13",08:00:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5411,7,6,"13",08:15:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5412,8,6,"13",08:30:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5413,9,6,"13",08:45:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5414,10,6,"13",09:00:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5415,11,6,"13",09:15:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5416,12,6,"13",09:30:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5417,13,6,"13",09:45:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5418,14,6,"13",10:00:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5419,15,6,"13",10:15:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5420,16,6,"13",10:30:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5421,17,6,"13",10:45:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5422,18,6,"13",11:00:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5423,19,6,"13",11:15:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5424,20,6,"13",11:30:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5425,21,6,"13",11:45:00,RENATA,2022-03-11,SABADO,6,2022-03-11,,,
5426,28,4,"13",13:30:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5427,29,4,"13",13:45:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5428,30,4,"13",14:00:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5429,31,4,"13",14:15:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5430,32,4,"13",14:30:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5431,33,4,"13",14:45:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5432,34,4,"13",15:00:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5433,35,4,"13",15:15:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5434,36,4,"13",15:30:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5435,37,4,"13",15:45:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5436,38,4,"13",16:00:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5437,39,4,"13",16:15:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5438,40,4,"13",16:30:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5439,41,4,"13",16:45:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5440,43,4,"13",17:15:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5441,44,4,"13",17:30:00,RENATA,2022-03-11,QUINTA,4,2022-03-11,,,
5442,28,5,"13",13:30:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5443,29,5,"13",13:45:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5444,30,5,"13",14:00:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5445,31,5,"13",14:15:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5446,32,5,"13",14:30:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5447,33,5,"13",14:45:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5448,34,5,"13",15:00:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5449,35,5,"13",15:15:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5450,36,5,"13",15:30:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5451,37,5,"13",15:45:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5452,38,5,"13",16:00:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5453,39,5,"13",16:15:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5454,40,5,"13",16:30:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5455,41,5,"13",16:45:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5456,42,5,"13",17:00:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5457,43,5,"13",17:15:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5458,44,5,"13",17:30:00,RENATA,2022-03-11,SEXTA,5,2022-03-11,,,
5459,22,6,"13",12:00:00,LUANA,2022-03-12,SABADO,6,2022-03-12,,2022-04-09,
5460,43,1,"19",17:15:00,LUANA,2022-03-14,SEGUNDA,1,2022-03-14,2022-04-05,2022-03-14,
5461,44,1,"19",17:30:00,LUANA,2022-03-14,SEGUNDA,1,2022-03-14,2023-01-31,2022-03-14,
5462,43,1,"19",17:15:00,LUANA,2022-03-14,SEGUNDA,1,2022-03-14,2022-04-05,2022-03-21,
5463,43,5,"19",17:15:00,LUANA,2022-03-16,SEXTA,5,2022-03-16,,2022-03-18,
5464,44,5,"19",17:30:00,LUANA,2022-03-16,SEXTA,5,2022-03-16,,2022-03-18,
5465,35,4,"19",15:15:00,LUANA,2022-03-16,QUINTA,4,2022-03-16,,2022-03-17,
5466,34,5,"19",15:00:00,GIRLAINE,2022-03-17,SEXTA,5,2022-03-17,,2022-03-18,
5467,6,6,"36",08:00:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5468,7,6,"36",08:15:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5469,8,6,"36",08:30:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5470,9,6,"36",08:45:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5471,10,6,"36",09:00:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5472,11,6,"36",09:15:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5473,12,6,"36",09:30:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5474,13,6,"36",09:45:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5475,14,6,"36",10:00:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5476,15,6,"36",10:15:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5477,16,6,"36",10:30:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5478,17,6,"36",10:45:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5479,18,6,"36",11:00:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5480,19,6,"36",11:15:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5481,20,6,"36",11:30:00,LUANA,2022-03-17,SABADO,6,2022-03-17,,2022-04-23,
5482,36,5,"19",15:30:00,LUANA ,2022-03-18,SEXTA,5,2022-03-18,,2022-03-18,
5483,37,5,"19",15:45:00,LUANA ,2022-03-18,SEXTA,5,2022-03-18,,2022-03-18,
5484,38,5,"19",16:00:00,LUANA ,2022-03-18,SEXTA,5,2022-03-18,,2022-03-18,
5485,29,5,"19",13:45:00,LUANA ,2022-03-18,SEXTA,5,2022-03-18,,2022-03-18,
5486,30,5,"19",14:00:00,LUANA ,2022-03-18,SEXTA,5,2022-03-18,,2022-03-18,
5487,31,5,"19",14:15:00,LUANA ,2022-03-18,SEXTA,5,2022-03-18,,2022-03-18,
5488,41,5,"19",16:45:00,GIRLAINE,2022-03-18,SEXTA,5,2022-03-18,,2022-03-25,
5489,38,1,"19",16:00:00,GIRLAINE,2022-03-18,SEGUNDA,1,2022-03-18,,2022-03-21,
5490,39,1,"19",16:15:00,GIRLAINE,2022-03-18,SEGUNDA,1,2022-03-18,,2022-03-21,
5491,40,1,"19",16:30:00,GIRLAINE,2022-03-18,SEGUNDA,1,2022-03-18,2022-05-02,2022-03-21,
5492,50,1,"25",19:00:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5493,51,1,"25",19:15:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5494,52,1,"25",19:30:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5495,53,1,"25",19:45:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5496,54,1,"25",20:00:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5497,55,1,"25",20:15:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5498,56,1,"25",20:30:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5499,57,1,"25",20:45:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5500,58,1,"25",21:00:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5501,59,1,"25",21:15:00,RENATA,2022-03-19,SEGUNDA,1,2022-03-19,,,
5502,50,2,"25",19:00:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5503,51,2,"25",19:15:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5504,52,2,"25",19:30:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5505,53,2,"25",19:45:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5506,54,2,"25",20:00:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5507,55,2,"25",20:15:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5508,56,2,"25",20:30:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5509,57,2,"25",20:45:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5510,58,2,"25",21:00:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5511,59,2,"25",21:15:00,RENATA,2022-03-19,TERCA,2,2022-03-19,,,
5512,50,3,"25",19:00:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5513,51,3,"25",19:15:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5514,52,3,"25",19:30:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5515,53,3,"25",19:45:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5516,54,3,"25",20:00:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5517,55,3,"25",20:15:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5518,56,3,"25",20:30:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5519,57,3,"25",20:45:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5520,58,3,"25",21:00:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5521,59,3,"25",21:15:00,RENATA,2022-03-19,QUARTA,3,2022-03-19,,,
5522,50,4,"25",19:00:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5523,51,4,"25",19:15:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5524,52,4,"25",19:30:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5525,53,4,"25",19:45:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5526,54,4,"25",20:00:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5527,55,4,"25",20:15:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5528,56,4,"25",20:30:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5529,57,4,"25",20:45:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5530,58,4,"25",21:00:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5531,59,4,"25",21:15:00,RENATA,2022-03-19,QUINTA,4,2022-03-19,,,
5532,50,5,"25",19:00:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5533,51,5,"25",19:15:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5534,52,5,"25",19:30:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5535,53,5,"25",19:45:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5536,54,5,"25",20:00:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5537,55,5,"25",20:15:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5538,56,5,"25",20:30:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5539,57,5,"25",20:45:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5540,58,5,"25",21:00:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5541,59,5,"25",21:15:00,RENATA,2022-03-19,SEXTA,5,2022-03-19,,,
5542,50,6,"25",19:00:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5543,51,6,"25",19:15:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5544,52,6,"25",19:30:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5545,53,6,"25",19:45:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5546,54,6,"25",20:00:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5547,55,6,"25",20:15:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5548,56,6,"25",20:30:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5549,57,6,"25",20:45:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5550,58,6,"25",21:00:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5551,59,6,"25",21:15:00,RENATA,2022-03-19,SABADO,6,2022-03-19,,,
5552,30,5,"19",14:00:00,LUANA,2022-03-21,SEXTA,5,2022-03-21,,2022-03-25,
5553,31,5,"19",14:15:00,LUANA,2022-03-21,SEXTA,5,2022-03-21,,2022-03-25,
5554,32,5,"19",14:30:00,LUANA,2022-03-21,SEXTA,5,2022-03-21,,2022-03-25,
5555,33,5,"19",14:45:00,LUANA,2022-03-21,SEXTA,5,2022-03-21,,2022-03-25,
5556,43,1,"19",17:15:00,GIRLAINE,2022-03-22,SEGUNDA,1,2022-03-22,2022-04-05,2022-03-28,
5557,44,1,"19",17:30:00,GIRLAINE,2022-03-22,SEGUNDA,1,2022-03-22,2023-01-31,2022-03-28,
5558,32,3,"19",14:30:00,LUANA,2022-03-23,QUARTA,3,2022-03-23,,2022-03-23,
5559,33,3,"19",14:45:00,LUANA,2022-03-23,QUARTA,3,2022-03-23,,2022-03-23,
5560,34,3,"19",15:00:00,LUANA,2022-03-23,QUARTA,3,2022-03-23,,2022-03-23,
5561,36,5,"19",15:30:00,GIRLAINE,2022-03-23,SEXTA,5,2022-03-23,,2022-03-25,
5562,37,5,"19",15:45:00,GIRLAINE,2022-03-23,SEXTA,5,2022-03-23,,2022-03-25,
5563,38,5,"19",16:00:00,GIRLAINE,2022-03-23,SEXTA,5,2022-03-23,,2022-03-25,
5564,22,6,"36",12:00:00,GIRLAINE,2022-03-23,SABADO,6,2022-03-23,,2022-04-09,
5565,11,6,"19",09:15:00,LUANA,2022-03-25,SABADO,6,2022-03-25,,2022-04-09,
5566,12,6,"19",09:30:00,LUANA,2022-03-25,SABADO,6,2022-03-25,,2022-04-09,
5567,13,6,"19",09:45:00,LUANA,2022-03-25,SABADO,6,2022-03-25,,2022-04-09,
5568,14,6,"19",10:00:00,LUANA,2022-03-25,SABADO,6,2022-03-25,,2022-04-09,
5569,15,6,"19",10:15:00,LUANA,2022-03-25,SABADO,6,2022-03-25,,2022-04-09,
5570,6,6,"19",08:00:00,LUANA,2022-03-25,SABADO,6,2022-03-25,,2022-04-09,
5571,7,6,"19",08:15:00,LUANA,2022-03-25,SABADO,6,2022-03-25,,2022-04-09,
5572,8,6,"19",08:30:00,LUANA,2022-03-25,SABADO,6,2022-03-25,,2022-04-09,
5573,9,6,"19",08:45:00,LUANA,2022-03-25,SABADO,6,2022-03-25,,2022-04-09,
5574,22,6,"25",12:00:00,GIRLAINE,2022-03-25,SABADO,6,2022-03-25,,2022-03-26,
5575,23,6,"13",12:15:00,GIRLAINE,2022-03-26,SABADO,6,2022-03-26,2022-04-09,2022-04-09,
5576,41,1,"19",16:45:00,LUANA,2022-03-26,SEGUNDA,1,2022-03-26,2022-05-02,2022-03-28,
5577,42,1,"19",17:00:00,LUANA,2022-03-26,SEGUNDA,1,2022-03-26,2023-01-31,2022-03-28,
5578,42,1,"19",17:00:00,LUANA,2022-03-28,SEGUNDA,1,2022-03-28,2023-01-31,2022-04-18,
5579,8,3,"39",08:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5580,9,3,"39",08:45:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5581,10,3,"39",09:00:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5582,11,3,"39",09:15:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5583,12,3,"39",09:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5584,13,3,"39",09:45:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5585,14,3,"39",10:00:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5586,15,3,"39",10:15:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5587,16,3,"39",10:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5588,17,3,"39",10:45:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5589,18,3,"39",11:00:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5590,19,3,"39",11:15:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5591,20,3,"39",11:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5592,21,3,"39",11:45:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-06,
5593,28,3,"39",13:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5594,29,3,"39",13:45:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5595,30,3,"39",14:00:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5596,31,3,"39",14:15:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5597,32,3,"39",14:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5598,33,3,"39",14:45:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5599,34,3,"39",15:00:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5600,35,3,"39",15:15:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5601,36,3,"39",15:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5602,37,3,"39",15:45:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5603,38,3,"39",16:00:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5604,39,3,"39",16:15:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5605,40,3,"39",16:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5606,41,3,"39",16:45:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5607,42,3,"39",17:00:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5608,43,3,"39",17:15:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5609,44,3,"39",17:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-04-20,
5610,36,3,"39",15:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-05-04,
5611,37,3,"39",15:45:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-05-04,
5612,38,3,"39",16:00:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-05-04,
5613,39,3,"39",16:15:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-05-04,
5614,40,3,"39",16:30:00,LUANA ,2022-03-30,QUARTA,3,2022-03-30,,2022-05-04,
5615,18,6,"19",11:00:00,LUANA,2022-04-04,SABADO,6,2022-04-04,2022-04-04,2022-04-09,
5616,19,6,"19",11:15:00,LUANA,2022-04-04,SABADO,6,2022-04-04,2022-04-04,2022-04-09,
5617,20,6,"19",11:30:00,LUANA,2022-04-04,SABADO,6,2022-04-04,2022-04-04,2022-04-09,
5630,43,1,"19",17:15:00,DRA RUBIA,2022-04-05,SEGUNDA,1,2022-04-05,2022-04-05,2022-04-18,
5631,43,1,"19",17:15:00,DRA RUBIA,2022-04-05,SEGUNDA,1,2022-04-05,2023-01-31,2022-04-18,
5618,18,6,"19",11:00:00,DRA RUBIA,2022-04-04,SABADO,6,2022-04-04,2022-04-04,2022-04-09,
5619,19,6,"19",11:15:00,DRA RUBIA,2022-04-04,SABADO,6,2022-04-04,2022-04-04,2022-04-09,
